0	5.17111380011976E-05
0.001	5.17507937818734E-05
0.002	0.000051810277452887
0.003	5.18499332335628E-05
0.004	5.18895890142386E-05
0.005	5.19292447949143E-05
0.006	0.000051988728465928
0.007	5.20283842466038E-05
0.008	5.20680400272795E-05
0.009	5.21275236982932E-05
0.01	5.21671794789689E-05
0.011	5.22068352596447E-05
0.012	5.22464910403205E-05
0.013	5.23059747113341E-05
0.014	5.23456304920099E-05
0.015	5.23852862726856E-05
0.016	5.24249420533614E-05
0.017	5.24844257243751E-05
0.018	5.25240815050508E-05
0.019	5.25637372857266E-05
0.02	5.26232209567402E-05
0.021	0.000052662876737416
0.022	5.27025325180918E-05
0.023	5.27421882987675E-05
0.024	5.28016719697812E-05
0.025	5.28413277504569E-05
0.026	5.28809835311327E-05
0.027	5.29206393118085E-05
0.028	5.29801229828221E-05
0.029	5.30197787634979E-05
0.03	5.30594345441736E-05
0.031	5.30990903248494E-05
0.032	5.31585739958631E-05
0.033	5.31982297765388E-05
0.034	5.32378855572146E-05
0.035	5.32973692282282E-05
0.036	0.000053337025008904
0.037	5.33766807895798E-05
0.038	5.34163365702555E-05
0.039	5.34758202412692E-05
0.04	5.35154760219449E-05
0.041	5.35551318026207E-05
0.042	5.35947875832965E-05
0.043	5.36542712543101E-05
0.044	5.36939270349859E-05
0.045	5.37335828156616E-05
0.046	5.37930664866753E-05
0.047	5.38327222673511E-05
0.048	5.38723780480268E-05
0.049	5.39120338287026E-05
0.05	5.39715174997162E-05
0.051	0.000054011173280392
0.052	5.40508290610678E-05
0.053	5.40904848417435E-05
0.054	5.41499685127572E-05
0.05501	5.41896242934329E-05
0.05601	5.42292800741087E-05
0.05701	5.42887637451224E-05
0.05801	5.43284195257981E-05
0.05901	5.43680753064739E-05
0.06001	5.44077310871497E-05
0.06101	5.44672147581633E-05
0.06201	5.45068705388391E-05
0.06301	5.45465263195148E-05
0.06401	5.45861821001906E-05
0.06501	5.46456657712042E-05
0.06601	0.00005468532155188
0.06701	5.47249773325558E-05
0.06801	5.47646331132315E-05
0.06901	5.48241167842452E-05
0.07001	0.000054863772564921
0.07101	5.49034283455967E-05
0.07201	5.49629120166104E-05
0.07301	5.50025677972861E-05
0.07401	5.50422235779619E-05
